,User-ID,Location,ISBN,Book-Rating,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
1319,254,"minneapolis, minnesota, usa",0440241413,0.0,Confessions of a Shopaholic,SOPHIE KINSELLA,2003,Dell,http://images.amazon.com/images/P/0440241413.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440241413.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440241413.01.LZZZZZZZ.jpg
1320,4221,"n/a, connecticut, usa",0440241413,9.0,Confessions of a Shopaholic,SOPHIE KINSELLA,2003,Dell,http://images.amazon.com/images/P/0440241413.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440241413.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440241413.01.LZZZZZZZ.jpg
1321,6472,"waldorf, maryland, usa",0440241413,8.0,Confessions of a Shopaholic,SOPHIE KINSELLA,2003,Dell,http://images.amazon.com/images/P/0440241413.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440241413.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440241413.01.LZZZZZZZ.jpg
1322,6772,"calgary, ,",0440241413,6.0,Confessions of a Shopaholic,SOPHIE KINSELLA,2003,Dell,http://images.amazon.com/images/P/0440241413.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440241413.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440241413.01.LZZZZZZZ.jpg
1323,7283,"saint marys, georgia, usa",0440241413,0.0,Confessions of a Shopaholic,SOPHIE KINSELLA,2003,Dell,http://images.amazon.com/images/P/0440241413.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440241413.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440241413.01.LZZZZZZZ.jpg
1324,11285,"kamloops, british columbia, canada",0440241413,0.0,Confessions of a Shopaholic,SOPHIE KINSELLA,2003,Dell,http://images.amazon.com/images/P/0440241413.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440241413.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440241413.01.LZZZZZZZ.jpg
1325,11676,"n/a, n/a, n/a",0440241413,0.0,Confessions of a Shopaholic,SOPHIE KINSELLA,2003,Dell,http://images.amazon.com/images/P/0440241413.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440241413.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440241413.01.LZZZZZZZ.jpg
1326,254,"minneapolis, minnesota, usa",0440403278,0.0,Number the Stars (Yearling Newbery),Lois Lowry,1990,Yearling Books,http://images.amazon.com/images/P/0440403278.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440403278.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440403278.01.LZZZZZZZ.jpg
1327,2337,"grove city, ohio, usa",0440403278,10.0,Number the Stars (Yearling Newbery),Lois Lowry,1990,Yearling Books,http://images.amazon.com/images/P/0440403278.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440403278.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440403278.01.LZZZZZZZ.jpg
1328,7286,"pasco, washington, usa",0440403278,0.0,Number the Stars (Yearling Newbery),Lois Lowry,1990,Yearling Books,http://images.amazon.com/images/P/0440403278.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440403278.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440403278.01.LZZZZZZZ.jpg
1329,7841,"salt lake city, utah, usa",0440403278,5.0,Number the Stars (Yearling Newbery),Lois Lowry,1990,Yearling Books,http://images.amazon.com/images/P/0440403278.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440403278.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440403278.01.LZZZZZZZ.jpg
1330,254,"minneapolis, minnesota, usa",0440419468,0.0,Holes,LOUIS SACHAR,2003,Yearling,http://images.amazon.com/images/P/0440419468.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440419468.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440419468.01.LZZZZZZZ.jpg
1331,3145,"austin, texas, usa",0440419468,8.0,Holes,LOUIS SACHAR,2003,Yearling,http://images.amazon.com/images/P/0440419468.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440419468.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440419468.01.LZZZZZZZ.jpg
1332,8454,"auburndale, massachusetts, usa",0440419468,8.0,Holes,LOUIS SACHAR,2003,Yearling,http://images.amazon.com/images/P/0440419468.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440419468.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440419468.01.LZZZZZZZ.jpg
1333,254,"minneapolis, minnesota, usa",0441003257,0.0,Good Omens,Neil Gaiman,1996,Ace Books,http://images.amazon.com/images/P/0441003257.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441003257.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441003257.01.LZZZZZZZ.jpg
1334,999,"newark, delaware, usa",0441003257,7.0,Good Omens,Neil Gaiman,1996,Ace Books,http://images.amazon.com/images/P/0441003257.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441003257.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441003257.01.LZZZZZZZ.jpg
1335,3693,"hampton, virginia, usa",0441003257,8.0,Good Omens,Neil Gaiman,1996,Ace Books,http://images.amazon.com/images/P/0441003257.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441003257.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441003257.01.LZZZZZZZ.jpg
1336,6251,"wahiawa, hawaii, usa",0441003257,10.0,Good Omens,Neil Gaiman,1996,Ace Books,http://images.amazon.com/images/P/0441003257.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441003257.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441003257.01.LZZZZZZZ.jpg
1337,8253,"tulsa, oklahoma, usa",0441003257,0.0,Good Omens,Neil Gaiman,1996,Ace Books,http://images.amazon.com/images/P/0441003257.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441003257.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441003257.01.LZZZZZZZ.jpg
1338,8676,"manhattan, kansas, usa",0441003257,0.0,Good Omens,Neil Gaiman,1996,Ace Books,http://images.amazon.com/images/P/0441003257.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441003257.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441003257.01.LZZZZZZZ.jpg
1339,9747,"o`fallon, missouri, usa",0441003257,0.0,Good Omens,Neil Gaiman,1996,Ace Books,http://images.amazon.com/images/P/0441003257.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441003257.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441003257.01.LZZZZZZZ.jpg
1340,10447,"chicago, illinois, usa",0441003257,0.0,Good Omens,Neil Gaiman,1996,Ace Books,http://images.amazon.com/images/P/0441003257.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441003257.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441003257.01.LZZZZZZZ.jpg
1341,11676,"n/a, n/a, n/a",0441003257,7.0,Good Omens,Neil Gaiman,1996,Ace Books,http://images.amazon.com/images/P/0441003257.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441003257.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441003257.01.LZZZZZZZ.jpg
1342,254,"minneapolis, minnesota, usa",0446364762,0.0,The Stars Shine Down,Sidney Sheldon,1993,Warner Books,http://images.amazon.com/images/P/0446364762.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446364762.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446364762.01.LZZZZZZZ.jpg
1343,741,"novinger, missouri, usa",0446364762,0.0,The Stars Shine Down,Sidney Sheldon,1993,Warner Books,http://images.amazon.com/images/P/0446364762.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446364762.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446364762.01.LZZZZZZZ.jpg
1344,1733,"independence, west virginia, usa",0446364762,5.0,The Stars Shine Down,Sidney Sheldon,1993,Warner Books,http://images.amazon.com/images/P/0446364762.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446364762.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446364762.01.LZZZZZZZ.jpg
1345,7210,"rothesay, new brunswick, canada",0446364762,0.0,The Stars Shine Down,Sidney Sheldon,1993,Warner Books,http://images.amazon.com/images/P/0446364762.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446364762.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446364762.01.LZZZZZZZ.jpg
1346,7569,"tulsa, , usa",0446364762,0.0,The Stars Shine Down,Sidney Sheldon,1993,Warner Books,http://images.amazon.com/images/P/0446364762.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446364762.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446364762.01.LZZZZZZZ.jpg
1347,10590,"shah alam, selangor, malaysia",0446364762,0.0,The Stars Shine Down,Sidney Sheldon,1993,Warner Books,http://images.amazon.com/images/P/0446364762.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446364762.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446364762.01.LZZZZZZZ.jpg
1348,254,"minneapolis, minnesota, usa",0446527785,0.0,A Bend in the Road,Nicholas Sparks,2001,Warner Books,http://images.amazon.com/images/P/0446527785.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446527785.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446527785.01.LZZZZZZZ.jpg
1349,3331,"mckeesport, pennsylvania, usa",0446527785,10.0,A Bend in the Road,Nicholas Sparks,2001,Warner Books,http://images.amazon.com/images/P/0446527785.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446527785.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446527785.01.LZZZZZZZ.jpg
1350,6575,"seattle, washington, usa",0446527785,1.0,A Bend in the Road,Nicholas Sparks,2001,Warner Books,http://images.amazon.com/images/P/0446527785.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446527785.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446527785.01.LZZZZZZZ.jpg
1351,6577,"coral springs, florida, usa",0446527785,7.0,A Bend in the Road,Nicholas Sparks,2001,Warner Books,http://images.amazon.com/images/P/0446527785.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446527785.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446527785.01.LZZZZZZZ.jpg
1352,11601,"brooklyn, new york, usa",0446527785,0.0,A Bend in the Road,Nicholas Sparks,2001,Warner Books,http://images.amazon.com/images/P/0446527785.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446527785.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446527785.01.LZZZZZZZ.jpg
1353,11676,"n/a, n/a, n/a",0446527785,5.0,A Bend in the Road,Nicholas Sparks,2001,Warner Books,http://images.amazon.com/images/P/0446527785.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446527785.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446527785.01.LZZZZZZZ.jpg
1354,254,"minneapolis, minnesota, usa",0446605239,0.0,The Notebook,Nicholas Sparks,1998,Warner Books,http://images.amazon.com/images/P/0446605239.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446605239.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446605239.01.LZZZZZZZ.jpg
1355,882,"berkeley, california, usa",0446605239,0.0,The Notebook,Nicholas Sparks,1998,Warner Books,http://images.amazon.com/images/P/0446605239.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446605239.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446605239.01.LZZZZZZZ.jpg
1356,2089,"lynchburg, virginia, usa",0446605239,10.0,The Notebook,Nicholas Sparks,1998,Warner Books,http://images.amazon.com/images/P/0446605239.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446605239.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446605239.01.LZZZZZZZ.jpg
1357,2127,"high point, north carolina, usa",0446605239,8.0,The Notebook,Nicholas Sparks,1998,Warner Books,http://images.amazon.com/images/P/0446605239.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446605239.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446605239.01.LZZZZZZZ.jpg
1358,3460,"edmonton, alberta, canada",0446605239,6.0,The Notebook,Nicholas Sparks,1998,Warner Books,http://images.amazon.com/images/P/0446605239.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446605239.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446605239.01.LZZZZZZZ.jpg
1359,5903,"vienna, vienna, austria",0446605239,0.0,The Notebook,Nicholas Sparks,1998,Warner Books,http://images.amazon.com/images/P/0446605239.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446605239.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446605239.01.LZZZZZZZ.jpg
1360,6347,"quispamsis, new brunswick, canada",0446605239,7.0,The Notebook,Nicholas Sparks,1998,Warner Books,http://images.amazon.com/images/P/0446605239.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446605239.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446605239.01.LZZZZZZZ.jpg
1361,6772,"calgary, ,",0446605239,5.0,The Notebook,Nicholas Sparks,1998,Warner Books,http://images.amazon.com/images/P/0446605239.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446605239.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446605239.01.LZZZZZZZ.jpg
1362,6991,"jackson, michigan, usa",0446605239,9.0,The Notebook,Nicholas Sparks,1998,Warner Books,http://images.amazon.com/images/P/0446605239.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446605239.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446605239.01.LZZZZZZZ.jpg
1363,7158,"omaha, nebraska, usa",0446605239,10.0,The Notebook,Nicholas Sparks,1998,Warner Books,http://images.amazon.com/images/P/0446605239.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446605239.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446605239.01.LZZZZZZZ.jpg
1364,7346,"sunnyvale, california, usa",0446605239,0.0,The Notebook,Nicholas Sparks,1998,Warner Books,http://images.amazon.com/images/P/0446605239.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446605239.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446605239.01.LZZZZZZZ.jpg
1365,7915,"st. paul, minnesota, usa",0446605239,0.0,The Notebook,Nicholas Sparks,1998,Warner Books,http://images.amazon.com/images/P/0446605239.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446605239.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446605239.01.LZZZZZZZ.jpg
1366,9391,"daly city, california, usa",0446605239,0.0,The Notebook,Nicholas Sparks,1998,Warner Books,http://images.amazon.com/images/P/0446605239.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446605239.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446605239.01.LZZZZZZZ.jpg
1367,10686,"bloomfield, new jersey, usa",0446605239,0.0,The Notebook,Nicholas Sparks,1998,Warner Books,http://images.amazon.com/images/P/0446605239.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446605239.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446605239.01.LZZZZZZZ.jpg
1368,11676,"n/a, n/a, n/a",0446605239,6.0,The Notebook,Nicholas Sparks,1998,Warner Books,http://images.amazon.com/images/P/0446605239.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446605239.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446605239.01.LZZZZZZZ.jpg
1369,254,"minneapolis, minnesota, usa",0451409256,7.0,Making Minty Malone,Isabel Wolff,2000,Onyx Books,http://images.amazon.com/images/P/0451409256.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451409256.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451409256.01.LZZZZZZZ.jpg
1370,1155,"smyrna, georgia, usa",0451409256,9.0,Making Minty Malone,Isabel Wolff,2000,Onyx Books,http://images.amazon.com/images/P/0451409256.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451409256.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451409256.01.LZZZZZZZ.jpg
1371,3363,"knoxville, tennessee, usa",0451409256,10.0,Making Minty Malone,Isabel Wolff,2000,Onyx Books,http://images.amazon.com/images/P/0451409256.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451409256.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451409256.01.LZZZZZZZ.jpg
1372,7125,"apo, ae, usa",0451409256,0.0,Making Minty Malone,Isabel Wolff,2000,Onyx Books,http://images.amazon.com/images/P/0451409256.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451409256.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451409256.01.LZZZZZZZ.jpg
1373,254,"minneapolis, minnesota, usa",0451522389,0.0,The Time Machine and the Invisible Man,H. G. Wells,1984,Signet Classics,http://images.amazon.com/images/P/0451522389.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451522389.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451522389.01.LZZZZZZZ.jpg
1374,1214,"speicher, rheinland-pfalz, germany",0451522389,8.0,The Time Machine and the Invisible Man,H. G. Wells,1984,Signet Classics,http://images.amazon.com/images/P/0451522389.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451522389.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451522389.01.LZZZZZZZ.jpg
1375,11676,"n/a, n/a, n/a",0451522389,6.0,The Time Machine and the Invisible Man,H. G. Wells,1984,Signet Classics,http://images.amazon.com/images/P/0451522389.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451522389.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451522389.01.LZZZZZZZ.jpg
1376,254,"minneapolis, minnesota, usa",0451523415,0.0,Little Women (Signet Classic),Louisa May Alcott,1988,Signet Classics,http://images.amazon.com/images/P/0451523415.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451523415.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451523415.01.LZZZZZZZ.jpg
1377,11676,"n/a, n/a, n/a",0451523415,10.0,Little Women (Signet Classic),Louisa May Alcott,1988,Signet Classics,http://images.amazon.com/images/P/0451523415.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451523415.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451523415.01.LZZZZZZZ.jpg
1378,254,"minneapolis, minnesota, usa",0451524934,9.0,1984,George Orwell,1990,Signet Book,http://images.amazon.com/images/P/0451524934.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451524934.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451524934.01.LZZZZZZZ.jpg
1379,1706,"olympia, washington, usa",0451524934,10.0,1984,George Orwell,1990,Signet Book,http://images.amazon.com/images/P/0451524934.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451524934.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451524934.01.LZZZZZZZ.jpg
1380,2179,"sunderland, massachusetts, usa",0451524934,8.0,1984,George Orwell,1990,Signet Book,http://images.amazon.com/images/P/0451524934.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451524934.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451524934.01.LZZZZZZZ.jpg
1381,2198,"philadelphia, pennsylvania, usa",0451524934,10.0,1984,George Orwell,1990,Signet Book,http://images.amazon.com/images/P/0451524934.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451524934.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451524934.01.LZZZZZZZ.jpg
1382,2799,"eugene, oregon, usa",0451524934,10.0,1984,George Orwell,1990,Signet Book,http://images.amazon.com/images/P/0451524934.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451524934.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451524934.01.LZZZZZZZ.jpg
1383,9908,"woodstock, georgia, usa",0451524934,6.0,1984,George Orwell,1990,Signet Book,http://images.amazon.com/images/P/0451524934.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451524934.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451524934.01.LZZZZZZZ.jpg
1384,11676,"n/a, n/a, n/a",0451524934,0.0,1984,George Orwell,1990,Signet Book,http://images.amazon.com/images/P/0451524934.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451524934.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451524934.01.LZZZZZZZ.jpg
1385,254,"minneapolis, minnesota, usa",0451526279,0.0,Emma (Signet Classics (Paperback)),Jane Austen,1996,Signet Classics,http://images.amazon.com/images/P/0451526279.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451526279.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451526279.01.LZZZZZZZ.jpg
1386,254,"minneapolis, minnesota, usa",0451526341,8.0,Animal Farm,George Orwell,2004,Signet,http://images.amazon.com/images/P/0451526341.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451526341.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451526341.01.LZZZZZZZ.jpg
1387,4215,"regensburg, bavaria, germany",0451526341,0.0,Animal Farm,George Orwell,2004,Signet,http://images.amazon.com/images/P/0451526341.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451526341.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451526341.01.LZZZZZZZ.jpg
1388,5922,"bozeman, montana, usa",0451526341,9.0,Animal Farm,George Orwell,2004,Signet,http://images.amazon.com/images/P/0451526341.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451526341.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451526341.01.LZZZZZZZ.jpg
1389,7346,"sunnyvale, california, usa",0451526341,8.0,Animal Farm,George Orwell,2004,Signet,http://images.amazon.com/images/P/0451526341.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451526341.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451526341.01.LZZZZZZZ.jpg
1390,10047,"big lake, minnesota, usa",0451526341,9.0,Animal Farm,George Orwell,2004,Signet,http://images.amazon.com/images/P/0451526341.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451526341.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451526341.01.LZZZZZZZ.jpg
1391,11676,"n/a, n/a, n/a",0451526341,10.0,Animal Farm,George Orwell,2004,Signet,http://images.amazon.com/images/P/0451526341.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451526341.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451526341.01.LZZZZZZZ.jpg
1392,254,"minneapolis, minnesota, usa",0452277337,0.0,Le Divorce (William Abrahams Book),Diane Johnson,1997,Plume Books,http://images.amazon.com/images/P/0452277337.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452277337.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452277337.01.LZZZZZZZ.jpg
1393,424,"portland, oregon, usa",0452277337,7.0,Le Divorce (William Abrahams Book),Diane Johnson,1997,Plume Books,http://images.amazon.com/images/P/0452277337.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452277337.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452277337.01.LZZZZZZZ.jpg
1394,3005,"mountain view, california, usa",0452277337,5.0,Le Divorce (William Abrahams Book),Diane Johnson,1997,Plume Books,http://images.amazon.com/images/P/0452277337.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452277337.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452277337.01.LZZZZZZZ.jpg
1395,6575,"seattle, washington, usa",0452277337,0.0,Le Divorce (William Abrahams Book),Diane Johnson,1997,Plume Books,http://images.amazon.com/images/P/0452277337.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452277337.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452277337.01.LZZZZZZZ.jpg
1396,7915,"st. paul, minnesota, usa",0452277337,0.0,Le Divorce (William Abrahams Book),Diane Johnson,1997,Plume Books,http://images.amazon.com/images/P/0452277337.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452277337.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452277337.01.LZZZZZZZ.jpg
1397,10239,"ocala, florida, usa",0452277337,0.0,Le Divorce (William Abrahams Book),Diane Johnson,1997,Plume Books,http://images.amazon.com/images/P/0452277337.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452277337.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452277337.01.LZZZZZZZ.jpg
1398,11601,"brooklyn, new york, usa",0452277337,0.0,Le Divorce (William Abrahams Book),Diane Johnson,1997,Plume Books,http://images.amazon.com/images/P/0452277337.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452277337.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452277337.01.LZZZZZZZ.jpg
1399,11676,"n/a, n/a, n/a",0452277337,8.0,Le Divorce (William Abrahams Book),Diane Johnson,1997,Plume Books,http://images.amazon.com/images/P/0452277337.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452277337.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452277337.01.LZZZZZZZ.jpg
1400,254,"minneapolis, minnesota, usa",0486415864,0.0,Great Expectations (Dover Thrift Editions),Charles Dickens,2001,Dover Publications,http://images.amazon.com/images/P/0486415864.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486415864.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0486415864.01.LZZZZZZZ.jpg
1401,254,"minneapolis, minnesota, usa",051512317X,0.0,Rising Tides,Nora Roberts,2001,Jove Books,http://images.amazon.com/images/P/051512317X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051512317X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051512317X.01.LZZZZZZZ.jpg
1402,2437,"san antonio, texas, usa",051512317X,7.0,Rising Tides,Nora Roberts,2001,Jove Books,http://images.amazon.com/images/P/051512317X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051512317X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051512317X.01.LZZZZZZZ.jpg
1403,5868,"lacey, washington, usa",051512317X,9.0,Rising Tides,Nora Roberts,2001,Jove Books,http://images.amazon.com/images/P/051512317X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051512317X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051512317X.01.LZZZZZZZ.jpg
1404,8284,"manchester, kentucky, usa",051512317X,0.0,Rising Tides,Nora Roberts,2001,Jove Books,http://images.amazon.com/images/P/051512317X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051512317X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051512317X.01.LZZZZZZZ.jpg
1405,9354,"albuquerque, new mexico, usa",051512317X,10.0,Rising Tides,Nora Roberts,2001,Jove Books,http://images.amazon.com/images/P/051512317X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051512317X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051512317X.01.LZZZZZZZ.jpg
